Expected Output,Actual Output,File name,Parsed Json file,Status
serenade,serenade,no9G95.aiff,no9G-multi.json,PASSED
spider,spider,no9G96.aiff,no9G-multi.json,PASSED
recording,recording,no9G90.aiff,no9G-multi.json,PASSED
robin,robin,no9G91.aiff,no9G-multi.json,PASSED
salamander,fandor,no9G93.aiff,no9G-multi.json,FAILED
rodeo,rodeo,no9G92.aiff,no9G-multi.json,PASSED
paranoia,paranoia,no9G75.aiff,no9G-multi.json,PASSED
paragraph,paragraph,no9G74.aiff,no9G-multi.json,PASSED
peninsula,peninsula,no9G77.aiff,no9G-multi.json,PASSED
proclaim,proclaim,no9G85.aiff,no9G-multi.json,PASSED
porcelain,1st 1,no9G80.aiff,no9G-multi.json,FAILED
potassium,potassium,no9G82.aiff,no9G-multi.json,PASSED
porcupine,porcupine,no9G81.aiff,no9G-multi.json,PASSED
precipitate,precipitate,no9G83.aiff,no9G-multi.json,PASSED
exterior,exterior,no9G38.aiff,no9G-multi.json,PASSED
advised,advised,no9G107.aiff,no9G-multi.json,PASSED
tiger,tiger,no9G104.aiff,no9G-multi.json,PASSED
trombone,trombone,no9G106.aiff,no9G-multi.json,PASSED
unbroken,unbroken,no9G108.aiff,no9G-multi.json,PASSED
unclean,unclean,no9G109.aiff,no9G-multi.json,PASSED
superhighway,super highway,no9G100.aiff,no9G-multi.json,FAILED
tangerine,tangerine,no9G102.aiff,no9G-multi.json,PASSED
teamster,keemstar,no9G103.aiff,no9G-multi.json,FAILED
bazooka,bazooka,no9G15.aiff,no9G-multi.json,PASSED
bombard,bombard,no9G17.aiff,no9G-multi.json,PASSED
bikini,bikini,no9G16.aiff,no9G-multi.json,PASSED
bassinet,bassinet,no9G14.aiff,no9G-multi.json,PASSED
amphibian,amphibian,no9G8.aiff,no9G-multi.json,PASSED
anonymous,anonymous,no9G9.aiff,no9G-multi.json,PASSED
adapt,adapt,no9G4.aiff,no9G-multi.json,PASSED
sweeten,sweden,no9G101.aiff,no9G-multi.json,FAILED
tomato,tomato,no9G105.aiff,no9G-multi.json,PASSED
circumstance,circumstance,no9G22.aiff,no9G-multi.json,PASSED
hurricane,hurricane,no9G49.aiff,no9G-multi.json,PASSED
helicopter,helicopter,no9G48.aiff,no9G-multi.json,PASSED
feminism,feminism,no9G40.aiff,no9G-multi.json,PASSED
functionary,functionary,no9G42.aiff,no9G-multi.json,PASSED
insulate,insulin,no9G52.aiff,no9G-multi.json,FAILED
incoherent,incoherent,no9G50.aiff,no9G-multi.json,PASSED
influenza,influenza,no9G51.aiff,no9G-multi.json,PASSED
iodine,iodine,no9G53.aiff,no9G-multi.json,PASSED
liberator,weber heater,no9G57.aiff,no9G-multi.json,FAILED
kangeroo,kangaroo,no9G54.aiff,no9G-multi.json,FAILED
lemonade,lemonade,no9G56.aiff,no9G-multi.json,PASSED
pastel,pastel,no9G76.aiff,no9G-multi.json,PASSED
opportune,opportun,no9G70.aiff,no9G-multi.json,FAILED
optimism,optimism,no9G71.aiff,no9G-multi.json,PASSED
outshine,outshine,no9G73.aiff,no9G-multi.json,PASSED
outdoors,outdoors,no9G72.aiff,no9G-multi.json,PASSED
poisoner,poisoner,no9G79.aiff,no9G-multi.json,PASSED
photographic,photographic,no9G78.aiff,no9G-multi.json,PASSED
feminine,feminine,no9G39.aiff,no9G-multi.json,PASSED
obtain,obtain,so0G69.aiff,so0G-multi.json,PASSED
obsession,obsession,so0G68.aiff,so0G-multi.json,PASSED
mighty,my day,so0G63.aiff,so0G-multi.json,FAILED
martini,martini,so0G61.aiff,so0G-multi.json,PASSED
manufacture,manufacture,so0G60.aiff,so0G-multi.json,PASSED
mascara,mascara,so0G62.aiff,so0G-multi.json,PASSED
obedient,radiant,so0G67.aiff,so0G-multi.json,FAILED
discourteous,discordious,so0G34.aiff,so0G-multi.json,FAILED
equalizer,equalizer,so0G36.aiff,so0G-multi.json,PASSED
mispronounce,mispronounce,so0G64.aiff,so0G-multi.json,PASSED
nectarine,next train,so0G66.aiff,so0G-multi.json,FAILED
museum,museum,so0G65.aiff,so0G-multi.json,PASSED
feminine,feminine,so0G39.aiff,so0G-multi.json,PASSED
exterior,exterior,so0G38.aiff,so0G-multi.json,PASSED
evaporate,evaporate,so0G37.aiff,so0G-multi.json,PASSED
earthy,earth birthday,so0G35.aiff,so0G-multi.json,FAILED
outdoors,outdoors,so0G72.aiff,so0G-multi.json,PASSED
pastel,best deal,so0G76.aiff,so0G-multi.json,FAILED
coyote,cody,so0G27.aiff,so0G-multi.json,FAILED
consume,consume,so0G25.aiff,so0G-multi.json,PASSED
poisoner,poisonous,so0G79.aiff,so0G-multi.json,FAILED
photographic,photographic,so0G78.aiff,so0G-multi.json,PASSED
opportune,amazon,so0G70.aiff,so0G-multi.json,FAILED
optimism,optimism,so0G71.aiff,so0G-multi.json,PASSED
outshine,outside,so0G73.aiff,so0G-multi.json,FAILED
dandelion,dandelion,so0G28.aiff,so0G-multi.json,PASSED
cauliflower,cauliflower,so0G20.aiff,so0G-multi.json,PASSED
clarinet,clarinet,so0G23.aiff,so0G-multi.json,PASSED
cemetery,null,so0G21.aiff,so0G-multi.json,FAILED
circumstance,circumstance,so0G22.aiff,so0G-multi.json,PASSED
constellation,constellation,so0G24.aiff,so0G-multi.json,PASSED
coronation,carnation,so0G26.aiff,so0G-multi.json,FAILED
alibi,alabama,so0G5.aiff,so0G-multi.json,FAILED
alien,alien,so0G6.aiff,so0G-multi.json,PASSED
accelerate,accelerate,so0G2.aiff,so0G-multi.json,PASSED
accuser,accuser,so0G3.aiff,so0G-multi.json,PASSED
absentee,amazon the,so0G1.aiff,so0G-multi.json,FAILED
absent,absent,so0G0.aiff,so0G-multi.json,PASSED
aquarium,aquarium,so0G10.aiff,so0G-multi.json,PASSED
axle,axle,so0G13.aiff,so0G-multi.json,PASSED
athletic,athletic,so0G12.aiff,so0G-multi.json,PASSED
insulate,insight,so0G1052.aiff,so0G-multi.json,FAILED
earthy,everything,so0G1035.aiff,so0G-multi.json,FAILED
underrate,right,so0G110.aiff,so0G-multi.json,FAILED
amphibian,amphibian,so0G8.aiff,so0G-multi.json,PASSED
anonymous,anonymous,so0G9.aiff,so0G-multi.json,PASSED
adapt,that,so0G4.aiff,so0G-multi.json,FAILED
alligator,alligator,so0G7.aiff,so0G-multi.json,PASSED
subdivide,thunderman,so0G99.aiff,so0G-multi.json,FAILED
serenade,serenade,so0G95.aiff,so0G-multi.json,PASSED
spider,spider,so0G96.aiff,so0G-multi.json,PASSED
sarcastic,sarcastic,so0G94.aiff,so0G-multi.json,PASSED
sterile,stale,so0G97.aiff,so0G-multi.json,FAILED
malfunction,no thanks,so0G59.aiff,so0G-multi.json,FAILED
macaroni,macaroni,so0G58.aiff,so0G-multi.json,PASSED
incoherent,incoherent,so0G50.aiff,so0G-multi.json,PASSED
caterpillar,caterpillar,so0G19.aiff,so0G-multi.json,PASSED
kazoo,kazoo,so0G55.aiff,so0G-multi.json,PASSED
hurricane,hurricane,so0G49.aiff,so0G-multi.json,PASSED
helicopter,helicopter,so0G48.aiff,so0G-multi.json,PASSED
functionary,functionary,so0G42.aiff,so0G-multi.json,PASSED
gallop,gallop,so0G43.aiff,so0G-multi.json,PASSED
feminism,feminism,so0G40.aiff,so0G-multi.json,PASSED
forecast,forecast,so0G41.aiff,so0G-multi.json,PASSED
giant,john,so0G45.aiff,so0G-multi.json,FAILED
generalize,general eyes,so0G44.aiff,so0G-multi.json,FAILED
happily,null,so0G47.aiff,so0G-multi.json,FAILED
guitar,guitar,so0G46.aiff,so0G-multi.json,PASSED
qualify,null,so0G88.aiff,so0G-multi.json,FAILED
readable,audible,so0G89.aiff,so0G-multi.json,FAILED
porcelain,porcelain,so0G80.aiff,so0G-multi.json,PASSED
porcupine,porcupine,so0G81.aiff,so0G-multi.json,PASSED
potassium,potassium,so0G82.aiff,so0G-multi.json,PASSED
precipitate,precipitate,so0G83.aiff,so0G-multi.json,PASSED
prolong,prolong,so0G87.aiff,so0G-multi.json,PASSED
preferably,preferably,so0G84.aiff,so0G-multi.json,PASSED
proclaim,put playing proclaim,so0G85.aiff,so0G-multi.json,FAILED
procrastinate,procrastinate,so0G86.aiff,so0G-multi.json,PASSED
unclean,i'm clean,so0G109.aiff,so0G-multi.json,FAILED
unbroken,unbroken,so0G108.aiff,so0G-multi.json,PASSED
teamster,teamster,so0G103.aiff,so0G-multi.json,PASSED
sweeten,sweeten,so0G101.aiff,so0G-multi.json,PASSED
tangerine,tangerine,so0G102.aiff,so0G-multi.json,PASSED
superhighway,super highway,so0G100.aiff,so0G-multi.json,FAILED
trombone,trombone,so0G106.aiff,so0G-multi.json,PASSED
diabetes,diabetes,so0G31.aiff,so0G-multi.json,PASSED
detrimental,detrimental,so0G30.aiff,so0G-multi.json,PASSED
disapproval,dissaproval,so0G33.aiff,so0G-multi.json,FAILED
disagree,disagree,so0G32.aiff,so0G-multi.json,PASSED
deactivate,deactivate,so0G29.aiff,so0G-multi.json,PASSED
tomato,tomato,so0G105.aiff,so0G-multi.json,PASSED
tiger,tiger,so0G104.aiff,so0G-multi.json,PASSED
unadvised,null,so0G107.aiff,so0G-multi.json,FAILED
cafÂŽ,cafe,so0G18.aiff,so0G-multi.json,FAILED
robin,robin,so0G91.aiff,so0G-multi.json,PASSED
recording,recording,so0G90.aiff,so0G-multi.json,PASSED
rodeo,rodeo,so0G92.aiff,so0G-multi.json,PASSED
salamander,salamander,so0G93.aiff,so0G-multi.json,PASSED
strengthen,strengthen,so0G98.aiff,so0G-multi.json,PASSED
paranoia,paranoia,so0G75.aiff,so0G-multi.json,PASSED
peninsula,null,so0G77.aiff,so0G-multi.json,FAILED
paragraph,paragraph,so0G74.aiff,so0G-multi.json,PASSED
proclaim,proclaim,so0G1085.aiff,so0G-multi.json,PASSED
victorious,victorious,so0G111.aiff,so0G-multi.json,PASSED
armadillo,armadillo,so0G11.aiff,so0G-multi.json,PASSED
bombard,soundbar,so0G17.aiff,so0G-multi.json,FAILED
bassinet,bassinet,so0G14.aiff,so0G-multi.json,PASSED
bikini,bikini,so0G16.aiff,so0G-multi.json,PASSED
bazooka,bazooka,so0G15.aiff,so0G-multi.json,PASSED
iodine,adam,so0G53.aiff,so0G-multi.json,FAILED
insulate,insult insult,so0G52.aiff,so0G-multi.json,FAILED
influenza,influenza,so0G51.aiff,so0G-multi.json,PASSED
kangeroo,kangaroo,so0G54.aiff,so0G-multi.json,FAILED
liberator,liberator,so0G57.aiff,so0G-multi.json,PASSED
lemonade,lemonade,so0G56.aiff,so0G-multi.json,PASSED
porcupine,porcupine,so1G81.aiff,so1G-multi.json,PASSED
porcelain,porcelain,so1G80.aiff,so1G-multi.json,PASSED
potassium,potassium,so1G82.aiff,so1G-multi.json,PASSED
dandelion,dandelion,so1G28.aiff,so1G-multi.json,PASSED
deactivate,deactivate,so1G29.aiff,so1G-multi.json,PASSED
cemetery,cemetery,so1G21.aiff,so1G-multi.json,PASSED
clarinet,clarinet,so1G23.aiff,so1G-multi.json,PASSED
qualify,qualify,so1G88.aiff,so1G-multi.json,PASSED
readable,readable,so1G89.aiff,so1G-multi.json,PASSED
proclaim,proclaim,so1G85.aiff,so1G-multi.json,PASSED
procrastinate,procrastinate,so1G86.aiff,so1G-multi.json,PASSED
prolong,prolong,so1G87.aiff,so1G-multi.json,PASSED
preferably,preferably,so1G84.aiff,so1G-multi.json,PASSED
precipitate,precipitate,so1G83.aiff,so1G-multi.json,PASSED
cauliflower,cauliflower,so1G20.aiff,so1G-multi.json,PASSED
circumstance,circumstance,so1G22.aiff,so1G-multi.json,PASSED
coronation,coronation,so1G26.aiff,so1G-multi.json,PASSED
constellation,constellation,so1G24.aiff,so1G-multi.json,PASSED
coyote,coyote,so1G27.aiff,so1G-multi.json,PASSED
consume,consume,so1G25.aiff,so1G-multi.json,PASSED
macaroni,macaroni,so1G58.aiff,so1G-multi.json,PASSED
malfunction,malfunction,so1G59.aiff,so1G-multi.json,PASSED
incoherent,incoherent,so1G50.aiff,so1G-multi.json,PASSED
influenza,influenza,so1G51.aiff,so1G-multi.json,PASSED
insulate,insulate,so1G52.aiff,so1G-multi.json,PASSED
iodine,iodine,so1G53.aiff,so1G-multi.json,PASSED
lemonade,lemonade,so1G56.aiff,so1G-multi.json,PASSED
kangeroo,kangaroo,so1G54.aiff,so1G-multi.json,FAILED
outdoors,outdoors,so1G72.aiff,so1G-multi.json,PASSED
pastel,astro,so1G76.aiff,so1G-multi.json,FAILED
kazoo,kazoo,so1G55.aiff,so1G-multi.json,PASSED
liberator,liberator,so1G57.aiff,so1G-multi.json,PASSED
photographic,photographic,so1G78.aiff,so1G-multi.json,PASSED
poisoner,poisoner,so1G79.aiff,so1G-multi.json,PASSED
outshine,outshine,so1G73.aiff,so1G-multi.json,PASSED
optimism,optimism,so1G71.aiff,so1G-multi.json,PASSED
opportune,opportun,so1G70.aiff,so1G-multi.json,FAILED
feminism,feminism,so1G40.aiff,so1G-multi.json,PASSED
gallop,gallop,so1G43.aiff,so1G-multi.json,PASSED
functionary,functionary,so1G42.aiff,so1G-multi.json,PASSED
forecast,forecast,so1G41.aiff,so1G-multi.json,PASSED
guitar,guitar,so1G46.aiff,so1G-multi.json,PASSED
giant,giant,so1G45.aiff,so1G-multi.json,PASSED
happily,happily,so1G47.aiff,so1G-multi.json,PASSED
obedient,obedient,so1G67.aiff,so1G-multi.json,PASSED
nectarine,nectarine,so1G66.aiff,so1G-multi.json,PASSED
mispronounce,miss pronounce,so1G64.aiff,so1G-multi.json,FAILED
museum,museum,so1G65.aiff,so1G-multi.json,PASSED
underrate,underrate,so1G110.aiff,so1G-multi.json,PASSED
victorious,victorious,so1G111.aiff,so1G-multi.json,PASSED
forecast,forecast,so1G1041.aiff,so1G-multi.json,PASSED
generalize,general lives,so1G44.aiff,so1G-multi.json,FAILED
strengthen,strengthen,so1G98.aiff,so1G-multi.json,PASSED
caterpillar,caterpillar,so1G19.aiff,so1G-multi.json,PASSED
cafÂŽ,cafe,so1G18.aiff,so1G-multi.json,FAILED
armadillo,armadillo,so1G11.aiff,so1G-multi.json,PASSED
athletic,athletic,so1G12.aiff,so1G-multi.json,PASSED
aquarium,aquarium,so1G10.aiff,so1G-multi.json,PASSED
axle,axle,so1G13.aiff,so1G-multi.json,PASSED
bikini,bikini,so1G16.aiff,so1G-multi.json,PASSED
earthy,earthy,so1G35.aiff,so1G-multi.json,PASSED
disapproval,dissaproval,so1G33.aiff,so1G-multi.json,FAILED
detrimental,detrimental,so1G30.aiff,so1G-multi.json,PASSED
diabetes,diabetes,so1G31.aiff,so1G-multi.json,PASSED
disagree,disagree,so1G32.aiff,so1G-multi.json,PASSED
unbroken,unbroken,so1G108.aiff,so1G-multi.json,PASSED
unclean,unclean,so1G109.aiff,so1G-multi.json,PASSED
amphibian,amphibian,so1G8.aiff,so1G-multi.json,PASSED
absent,absent,so1G0.aiff,so1G-multi.json,PASSED
accelerate,accelerate,so1G2.aiff,so1G-multi.json,PASSED
accuser,accuser,so1G3.aiff,so1G-multi.json,PASSED
absentee,absentee,so1G1.aiff,so1G-multi.json,PASSED
alligator,alligator,so1G7.aiff,so1G-multi.json,PASSED
alien,alien,so1G6.aiff,so1G-multi.json,PASSED
paragraph,paragraph,so1G74.aiff,so1G-multi.json,PASSED
paranoia,paranoia,so1G75.aiff,so1G-multi.json,PASSED
peninsula,counselor,so1G77.aiff,so1G-multi.json,FAILED
helicopter,helicopter,so1G48.aiff,so1G-multi.json,PASSED
hurricane,hurricane,so1G49.aiff,so1G-multi.json,PASSED
tomato,tomato,so1G105.aiff,so1G-multi.json,PASSED
tiger,tiger,so1G104.aiff,so1G-multi.json,PASSED
trombone,trombone,so1G106.aiff,so1G-multi.json,PASSED
unadvised,on advised,so1G107.aiff,so1G-multi.json,FAILED
sweeten,sweden,so1G101.aiff,so1G-multi.json,FAILED
tangerine,tangerine,so1G102.aiff,so1G-multi.json,PASSED
superhighway,super highway,so1G100.aiff,so1G-multi.json,FAILED
subdivide,subdivide,so1G99.aiff,so1G-multi.json,PASSED
recording,recording,so1G90.aiff,so1G-multi.json,PASSED
salamander,salamander,so1G93.aiff,so1G-multi.json,PASSED
robin,robin,so1G91.aiff,so1G-multi.json,PASSED
rodeo,rodeo,so1G92.aiff,so1G-multi.json,PASSED
anonymous,anonymous,so1G9.aiff,so1G-multi.json,PASSED
bassinet,bassinet,so1G14.aiff,so1G-multi.json,PASSED
bombard,bombard,so1G17.aiff,so1G-multi.json,PASSED
bazooka,bazooka,so1G15.aiff,so1G-multi.json,PASSED
sterile,sterile,so1G97.aiff,so1G-multi.json,PASSED
serenade,serenade,so1G95.aiff,so1G-multi.json,PASSED
sarcastic,sarcastic,so1G94.aiff,so1G-multi.json,PASSED
spider,spider,so1G96.aiff,so1G-multi.json,PASSED
adapt,adapt,so1G4.aiff,so1G-multi.json,PASSED
alibi,alibi,so1G5.aiff,so1G-multi.json,PASSED
exterior,exterior,so1G38.aiff,so1G-multi.json,PASSED
feminine,feminine,so1G39.aiff,so1G-multi.json,PASSED
discourteous,discordious,so1G34.aiff,so1G-multi.json,FAILED
evaporate,evaporate,so1G37.aiff,so1G-multi.json,PASSED
equalizer,equalizer,so1G36.aiff,so1G-multi.json,PASSED
teamster,keemstar,so1G103.aiff,so1G-multi.json,FAILED
obtain,ok,so1G69.aiff,so1G-multi.json,FAILED
obsession,obsession,so1G68.aiff,so1G-multi.json,PASSED
manufacture,manufacture,so1G60.aiff,so1G-multi.json,PASSED
martini,martini,so1G61.aiff,so1G-multi.json,PASSED
mighty,mighty,so1G63.aiff,so1G-multi.json,PASSED
mascara,mascara,so1G62.aiff,so1G-multi.json,PASSED
heed,hied,vowel/so6J20004.aiff,so6j-vowel.json,FAILED
hayed,hade,vowel/so6J20002.aiff,so6j-vowel.json,FAILED
hood,hood,vowel/so6J10009.aiff,so6j-vowel.json,PASSED
hayed,hade,vowel/so6J2.aiff,so6j-vowel.json,FAILED
who'd,good,vowel/so6J10008.aiff,so6j-vowel.json,FAILED
hod,hard,vowel/so6J20000.aiff,so6j-vowel.json,FAILED
head,head,vowel/so6J40006.aiff,so6j-vowel.json,PASSED
hod,hood,vowel/so6J0.aiff,so6j-vowel.json,FAILED
head,head,vowel/so6J10006.aiff,so6j-vowel.json,PASSED
had,head,vowel/so6J10007.aiff,so6j-vowel.json,FAILED
hoed,heard,vowel/so6J10003.aiff,so6j-vowel.json,FAILED
heed,hied,vowel/so6J10004.aiff,so6j-vowel.json,FAILED
hayed,hade,vowel/so6J10002.aiff,so6j-vowel.json,FAILED
hid,head,vowel/so6J10005.aiff,so6j-vowel.json,FAILED
hudd,hood,vowel/so6J1.aiff,so6j-vowel.json,FAILED
hoed,hood,vowel/so6J3.aiff,so6j-vowel.json,FAILED
had,head,vowel/so6J7.aiff,so6j-vowel.json,FAILED
hid,kid,vowel/so6J5.aiff,so6j-vowel.json,FAILED
hid,head,vowel/so6J30005.aiff,so6j-vowel.json,FAILED
heed,hied,vowel/so6J30004.aiff,so6j-vowel.json,FAILED
hood,hood,vowel/so6J20009.aiff,so6j-vowel.json,PASSED
who'd,good,vowel/so6J20008.aiff,so6j-vowel.json,FAILED
had,head,vowel/so6J20007.aiff,so6j-vowel.json,FAILED
hid,head,vowel/so6J40005.aiff,so6j-vowel.json,FAILED
who'd,good,vowel/so6J40008.aiff,so6j-vowel.json,FAILED
had,head,vowel/so6J40007.aiff,so6j-vowel.json,FAILED
hood,hood,vowel/so6J9.aiff,so6j-vowel.json,PASSED
who'd,good,vowel/so6J8.aiff,so6j-vowel.json,FAILED
hood,hood,vowel/so6J40009.aiff,so6j-vowel.json,PASSED
head,head,vowel/so6J6.aiff,so6j-vowel.json,PASSED
hoed,code,vowel/so6J30003.aiff,so6j-vowel.json,FAILED
had,head,vowel/so6J30007.aiff,so6j-vowel.json,FAILED
hod,hard,vowel/so6J40000.aiff,so6j-vowel.json,FAILED
heed,hied,vowel/so6J4.aiff,so6j-vowel.json,FAILED
hayed,hade,vowel/so6J40002.aiff,so6j-vowel.json,FAILED
hudd,good,vowel/so6J40001.aiff,so6j-vowel.json,FAILED
who'd,food,vowel/so6J30008.aiff,so6j-vowel.json,FAILED
hood,good,vowel/so6J30009.aiff,so6j-vowel.json,FAILED
head,head,vowel/so6J30006.aiff,so6j-vowel.json,PASSED
hod,hard,vowel/so6J10000.aiff,so6j-vowel.json,FAILED
hudd,hood,vowel/so6J10001.aiff,so6j-vowel.json,FAILED
head,head,vowel/so6J20006.aiff,so6j-vowel.json,PASSED
hid,head,vowel/so6J20005.aiff,so6j-vowel.json,FAILED
hudd,hood,vowel/so6J20001.aiff,so6j-vowel.json,FAILED
hoed,head,vowel/so6J20003.aiff,so6j-vowel.json,FAILED
hayed,hate,vowel/so6J30002.aiff,so6j-vowel.json,FAILED
hod,hard,vowel/so6J30000.aiff,so6j-vowel.json,FAILED
hudd,good,vowel/so6J30001.aiff,so6j-vowel.json,FAILED
hoed,code,vowel/so6J40003.aiff,so6j-vowel.json,FAILED
heed,guide,vowel/so6J40004.aiff,so6j-vowel.json,FAILED
strengthen,strengthen,multi\so9G98.aiff,so9-multi.json,PASSED
subdivide,subdivide,multi\so9G99.aiff,so9-multi.json,PASSED
tomato,tomato,multi\so9G105.aiff,so9-multi.json,PASSED
trombone,trombone,multi\so9G106.aiff,so9-multi.json,PASSED
sweeten,sweden,multi\so9G101.aiff,so9-multi.json,FAILED
tangerine,tangerine,multi\so9G102.aiff,so9-multi.json,PASSED
teamster,teamster,multi\so9G103.aiff,so9-multi.json,PASSED
happily,happily,multi\so9G47.aiff,so9-multi.json,PASSED
hurricane,hurricane,multi\so9G49.aiff,so9-multi.json,PASSED
alibi,alibi,multi\so9G5.aiff,so9-multi.json,PASSED
helicopter,helicopter,multi\so9G48.aiff,so9-multi.json,PASSED
generalize,general eyes,multi\so9G44.aiff,so9-multi.json,FAILED
guitar,guitar,multi\so9G46.aiff,so9-multi.json,PASSED
giant,giant,multi\so9G45.aiff,so9-multi.json,PASSED
tiger,tiger,multi\so9G104.aiff,so9-multi.json,PASSED
absent,absent,multi\so9G0.aiff,so9-multi.json,PASSED
absentee,absentee,multi\so9G1.aiff,so9-multi.json,PASSED
aquarium,aquarium,multi\so9G10.aiff,so9-multi.json,PASSED
superhighway,super highway,multi\so9G100.aiff,so9-multi.json,FAILED
incoherent,incoherent,multi\so9G50.aiff,so9-multi.json,PASSED
influenza,influenza,multi\so9G51.aiff,so9-multi.json,PASSED
gallop,gallop,multi\so9G43.aiff,so9-multi.json,PASSED
forecast,forecast,multi\so9G41.aiff,so9-multi.json,PASSED
functionary,functionary,multi\so9G42.aiff,so9-multi.json,PASSED
exterior,exterior,multi\so9G38.aiff,so9-multi.json,PASSED
feminine,feminine,multi\so9G39.aiff,so9-multi.json,PASSED
adapt,adapt,multi\so9G4.aiff,so9-multi.json,PASSED
feminism,feminism,multi\so9G40.aiff,so9-multi.json,PASSED
athletic,athletic,multi\so9G12.aiff,so9-multi.json,PASSED
underrate,under 8,multi\so9G110.aiff,so9-multi.json,FAILED
victorious,victorious,multi\so9G111.aiff,so9-multi.json,PASSED
unadvised,an advised,multi\so9G107.aiff,so9-multi.json,FAILED
unclean,unclean,multi\so9G109.aiff,so9-multi.json,PASSED
armadillo,armadillo,multi\so9G11.aiff,so9-multi.json,PASSED
unbroken,unbroken,multi\so9G108.aiff,so9-multi.json,PASSED
earthy,earthy,multi\so9G35.aiff,so9-multi.json,PASSED
discourteous,discordious,multi\so9G34.aiff,so9-multi.json,FAILED
equalizer,equalizer,multi\so9G36.aiff,so9-multi.json,PASSED
evaporate,evaporate,multi\so9G37.aiff,so9-multi.json,PASSED
bassinet,bassinet,multi\so9G14.aiff,so9-multi.json,PASSED
bazooka,bazooka,multi\so9G15.aiff,so9-multi.json,PASSED
axle,axle,multi\so9G13.aiff,so9-multi.json,PASSED
photographic,photographic,multi\so9G78.aiff,so9-multi.json,PASSED
poisoner,poison,multi\so9G79.aiff,so9-multi.json,FAILED
paragraph,paragraph,multi\so9G74.aiff,so9-multi.json,PASSED
pastel,pastel,multi\so9G76.aiff,so9-multi.json,PASSED
paranoia,paranoia,multi\so9G75.aiff,so9-multi.json,PASSED
peninsula,peninsula,multi\so9G77.aiff,so9-multi.json,PASSED
outdoors,outdoors,multi\so9G72.aiff,so9-multi.json,PASSED
mighty,mighty,multi\so9G63.aiff,so9-multi.json,PASSED
mascara,mascara,multi\so9G62.aiff,so9-multi.json,PASSED
obedient,obedient,multi\so9G67.aiff,so9-multi.json,PASSED
nectarine,nectarine,multi\so9G66.aiff,so9-multi.json,PASSED
museum,museum,multi\so9G65.aiff,so9-multi.json,PASSED
obsession,obsession,multi\so9G68.aiff,so9-multi.json,PASSED
constellation,constellation,multi\so9G24.aiff,so9-multi.json,PASSED
opportune,opportun,multi\so9G70.aiff,so9-multi.json,FAILED
optimism,optimism,multi\so9G71.aiff,so9-multi.json,PASSED
outshine,outshine,multi\so9G73.aiff,so9-multi.json,PASSED
alligator,alligator,multi\so9G7.aiff,so9-multi.json,PASSED
obtain,obtain,multi\so9G69.aiff,so9-multi.json,PASSED
martini,martini,multi\so9G61.aiff,so9-multi.json,PASSED
mispronounce,mispronounce,multi\so9G64.aiff,so9-multi.json,PASSED
clarinet,clarinet,multi\so9G23.aiff,so9-multi.json,PASSED
circumstance,circumstance,multi\so9G22.aiff,so9-multi.json,PASSED
accelerate,accelerate,multi\so9G2.aiff,so9-multi.json,PASSED
cemetery,cemetery,multi\so9G21.aiff,so9-multi.json,PASSED
cauliflower,cauliflower,multi\so9G20.aiff,so9-multi.json,PASSED
bikini,bikini,multi\so9G16.aiff,so9-multi.json,PASSED
bombard,bombard,multi\so9G17.aiff,so9-multi.json,PASSED
caterpillar,caterpillar,multi\so9G19.aiff,so9-multi.json,PASSED
cafÂŽ,cafe,multi\so9G18.aiff,so9-multi.json,FAILED
prolong,prolong,multi\so9G87.aiff,so9-multi.json,PASSED
qualify,qualify,multi\so9G88.aiff,so9-multi.json,PASSED
porcelain,porcelain,multi\so9G80.aiff,so9-multi.json,PASSED
porcupine,porcupine,multi\so9G81.aiff,so9-multi.json,PASSED
amphibian,amphibian,multi\so9G8.aiff,so9-multi.json,PASSED
potassium,potassium,multi\so9G82.aiff,so9-multi.json,PASSED
procrastinate,procrastinate,multi\so9G86.aiff,so9-multi.json,PASSED
preferably,preferably,multi\so9G84.aiff,so9-multi.json,PASSED
precipitate,precipitate,multi\so9G83.aiff,so9-multi.json,PASSED
proclaim,proclaim,multi\so9G85.aiff,so9-multi.json,PASSED
alien,alien,multi\so9G6.aiff,so9-multi.json,PASSED
manufacture,manufacture,multi\so9G60.aiff,so9-multi.json,PASSED
kangeroo,kangaroo,multi\so9G54.aiff,so9-multi.json,FAILED
insulate,insulate,multi\so9G52.aiff,so9-multi.json,PASSED
iodine,iodine,multi\so9G53.aiff,so9-multi.json,PASSED
kazoo,kazoo,multi\so9G55.aiff,so9-multi.json,PASSED
lemonade,lemonade,multi\so9G56.aiff,so9-multi.json,PASSED
macaroni,macaroni,multi\so9G58.aiff,so9-multi.json,PASSED
liberator,liberator,multi\so9G57.aiff,so9-multi.json,PASSED
malfunction,malfunction,multi\so9G59.aiff,so9-multi.json,PASSED
deactivate,deactivate,multi\so9G29.aiff,so9-multi.json,PASSED
detrimental,detrimental,multi\so9G30.aiff,so9-multi.json,PASSED
diabetes,diabetes,multi\so9G31.aiff,so9-multi.json,PASSED
accuser,accuser,multi\so9G3.aiff,so9-multi.json,PASSED
sterile,sterile,multi\so9G97.aiff,so9-multi.json,PASSED
spider,spider,multi\so9G96.aiff,so9-multi.json,PASSED
rodeo,rodeo,multi\so9G92.aiff,so9-multi.json,PASSED
